"","female","cg","sc","hsg","mw","so","we","ne","exp1","exp2","exp3","wage"
"1686578",1,0,0,1,1,0,0,0,7,0.49,0.343,5.69185714285714
"1686585",0,0,1,0,1,0,0,0,13,1.69,2.197,10.4418103448276
"1686594",1,0,0,1,1,0,0,0,12,1.44,1.728,10.6875
"1686595",0,0,1,0,1,0,0,0,16.5,2.7225,4.492125,23.75
"1686596",0,0,1,0,1,0,0,0,8,0.64,0.512,34.734375
"1686597",1,1,0,0,1,0,0,0,4,0.16,0.064,17.1
"1686615",0,0,1,0,1,0,0,0,4,0.16,0.064,13.18125
"1686678",1,0,0,1,1,0,0,0,33,10.89,35.937,4.617
"1686680",0,0,1,0,1,0,0,0,5.5,0.3025,0.166375,2.03571428571429
"1686681",0,0,1,0,1,0,0,0,25,6.25,15.625,17.8125
"1686712",1,0,1,0,1,0,0,0,13.5,1.8225,2.460375,14.25
"1686735",0,0,1,0,1,0,0,0,6,0.36,0.216,5.76333333333333
"1686751",0,0,1,0,1,0,0,0,23,5.29,12.167,12.35
"1686756",0,0,1,0,1,0,0,0,4.5,0.2025,0.091125,11.04375
"1686772",0,1,0,0,1,0,0,0,2,0.04,0.008,8.90625
"1686782",0,0,1,0,1,0,0,0,5,0.25,0.125,7.51363636363636
"1686789",0,0,0,1,1,0,0,0,12,1.44,1.728,7.695
"1686838",0,0,0,1,1,0,0,0,15,2.25,3.375,18.9136363636364
"1686875",0,0,1,0,1,0,0,0,7,0.49,0.343,13.3
"1686882",0,0,1,0,1,0,0,0,4,0.16,0.064,13.3
"1686889",0,0,1,0,1,0,0,0,24.5,6.0025,14.706125,7.46428571428571
"1686908",0,0,0,1,1,0,0,0,26,6.76,17.576,3.5625
"1686926",1,1,0,0,1,0,0,0,17,2.89,4.913,23.86875
"1686931",0,0,1,0,1,0,0,0,21,4.41,9.261,20.8314642857143
"1686941",1,0,1,0,1,0,0,0,10.5,1.1025,1.157625,11.4
"1686946",0,0,1,0,1,0,0,0,32,10.24,32.768,16.3875
"1686947",0,1,0,0,1,0,0,0,8,0.64,0.512,5.34375
"1686948",0,1,0,0,1,0,0,0,6,0.36,0.216,14.25
"1686950",0,0,1,0,1,0,0,0,29,8.41,24.389,10.6875
"1686959",1,0,1,0,1,0,0,0,6,0.36,0.216,3.17571428571429
"1686964",0,0,1,0,1,0,0,0,5,0.25,0.125,19.59375
"1686976",0,0,0,1,1,0,0,0,27,7.29,19.683,13.9333333333333
"1686985",1,1,0,0,1,0,0,0,29,8.41,24.389,17.45625
"1686988",1,0,0,1,1,0,0,0,17,2.89,4.913,12.825
"1687003",1,1,0,0,1,0,0,0,3,0.09,0.027,14.428125
"1687004",0,0,1,0,1,0,0,0,4.5,0.2025,0.091125,15.7677987804878
"1687061",0,0,0,1,1,0,0,0,16,2.56,4.096,8.90625
"1687062",1,0,0,1,1,0,0,0,6,0.36,0.216,8.90625
"1687063",0,1,0,0,1,0,0,0,3,0.09,0.027,17.8125
"1687074",0,0,0,1,1,0,0,0,27,7.29,19.683,14.82
"1687107",0,1,0,0,1,0,0,0,7,0.49,0.343,16.328125
"1687108",0,0,0,1,1,0,0,0,11,1.21,1.331,14.9625
"1687109",0,0,0,1,1,0,0,0,13,1.69,2.197,14.9625
"1687129",0,0,0,1,1,0,0,0,11,1.21,1.331,7.56607142857143
"1687155",1,0,1,0,1,0,0,0,13,1.69,2.197,11.4
"1687159",0,0,0,1,1,0,0,0,8,0.64,0.512,9.61875
"1687165",0,0,1,0,1,0,0,0,19,3.61,6.859,15.675
"1687169",1,0,0,1,1,0,0,0,8,0.64,0.512,4.75
"1687182",0,1,0,0,1,0,0,0,11,1.21,1.331,11.04375
"1687185",1,0,1,0,1,0,0,0,9,0.81,0.729,8.90625
"1687187",1,0,1,0,1,0,0,0,29.5,8.7025,25.672375,9.61875
"1687188",0,0,1,0,1,0,0,0,9,0.81,0.729,10.6875
"1687189",1,0,1,0,1,0,0,0,7,0.49,0.343,10.6875
"1687196",0,1,0,0,1,0,0,0,9,0.81,0.729,23.15625
"1687199",0,1,0,0,1,0,0,0,18,3.24,5.832,17.1
"1687209",1,0,1,0,1,0,0,0,7.5,0.5625,0.421875,21.375
"1687216",1,0,0,1,1,0,0,0,15,2.25,3.375,14.25
"1687246",0,0,0,1,1,0,0,0,11,1.21,1.331,7.8375
"1687250",1,1,0,0,1,0,0,0,29,8.41,24.389,18.525
"1687257",0,1,0,0,1,0,0,0,22,4.84,10.648,19.125
"1687259",1,1,0,0,1,0,0,0,5,0.25,0.125,12.453781512605
"1687260",1,1,0,0,1,0,0,0,7,0.49,0.343,10.6875
"1687273",0,0,0,1,1,0,0,0,17,2.89,4.913,8.728125
"1687281",1,1,0,0,1,0,0,0,24,5.76,13.824,16.921875
"1687288",0,1,0,0,1,0,0,0,7,0.49,0.343,42.75
"1687298",0,0,0,1,1,0,0,0,10,1,1,10.1785714285714
"1687315",1,1,0,0,1,0,0,0,18,3.24,5.832,17.8125
"1687319",0,1,0,0,1,0,0,0,2,0.04,0.008,12.46875
"1687326",1,0,0,1,1,0,0,0,17,2.89,4.913,12.46875
"1687344",1,1,0,0,1,0,0,0,6,0.36,0.216,14.9625
"1687371",1,0,1,0,1,0,0,0,4,0.16,0.064,19.37715
"1687436",1,0,1,0,1,0,0,0,6.5,0.4225,0.274625,7.5
"1687474",1,0,1,0,1,0,0,0,11,1.21,1.331,12.3243243243243
"1687524",0,1,0,0,1,0,0,0,2,0.04,0.008,17.8125
"1687568",0,1,0,0,1,0,0,0,2,0.04,0.008,8.075
"1687595",0,0,1,0,1,0,0,0,8.5,0.7225,0.614125,2.72688
"1687607",1,0,1,0,1,0,0,0,16,2.56,4.096,2.27918571428571
"1687608",0,0,1,0,1,0,0,0,11.5,1.3225,1.520875,12.46875
"1687617",0,0,0,1,1,0,0,0,32,10.24,32.768,8.19375
"1687630",0,1,0,0,1,0,0,0,14,1.96,2.744,4.9875
"1687633",0,0,1,0,1,0,0,0,6,0.36,0.216,9.04326923076923
"1687654",0,0,0,1,1,0,0,0,17,2.89,4.913,9.975
"1687670",0,0,1,0,1,0,0,0,16,2.56,4.096,11.875
"1687674",0,0,0,1,1,0,0,0,14,1.96,2.744,5.4375
"1687675",0,1,0,0,1,0,0,0,21,4.41,9.261,13.7019230769231
"1687680",1,0,1,0,1,0,0,0,12.5,1.5625,1.953125,6.10714285714286
"1687681",1,1,0,0,1,0,0,0,30,9,27,26.6808510638298
"1687699",1,1,0,0,1,0,0,0,13,1.69,2.197,10.6875
"1687743",0,0,0,1,1,0,0,0,15,2.25,3.375,9.2625
"1687749",0,0,1,0,1,0,0,0,4.5,0.2025,0.091125,8.90625
"1687768",0,0,0,1,1,0,0,0,22,4.84,10.648,8.55
"1687817",1,0,0,1,1,0,0,0,7,0.49,0.343,6.376875
"1687824",1,0,1,0,1,0,0,0,4,0.16,0.064,8.53575
"1687847",1,1,0,0,1,0,0,0,14,1.96,2.744,23.86875
"1687858",1,1,0,0,1,0,0,0,9,0.81,0.729,11.75625
"1687920",0,1,0,0,1,0,0,0,11,1.21,1.331,13.5375
"1687933",0,1,0,0,1,0,0,0,14,1.96,2.744,13.5375
"1687948",0,0,1,0,1,0,0,0,4.5,0.2025,0.091125,10.83
"1687949",1,1,0,0,1,0,0,0,4,0.16,0.064,19
"1687950",1,1,0,0,1,0,0,0,3,0.09,0.027,19
"1687963",0,0,0,1,1,0,0,0,8,0.64,0.512,11.4
"1687966",1,1,0,0,1,0,0,0,3,0.09,0.027,10.6875
"1687967",0,1,0,0,1,0,0,0,7,0.49,0.343,12.825
"1687970",0,1,0,0,1,0,0,0,18,3.24,5.832,11.4
"1687983",1,0,1,0,1,0,0,0,7.5,0.5625,0.421875,11.875
"1687999",1,0,0,1,1,0,0,0,14,1.96,2.744,16.03125
"1688017",0,0,0,1,1,0,0,0,11,1.21,1.331,10.1785714285714
"1688021",0,1,0,0,1,0,0,0,2,0.04,0.008,8.55
"1688077",0,1,0,0,1,0,0,0,18,3.24,5.832,21.909375
"1688086",1,0,0,1,1,0,0,0,7,0.49,0.343,8.90625
"1688097",1,0,1,0,1,0,0,0,12,1.44,1.728,7.1257125
"1688098",0,0,0,1,1,0,0,0,8,0.64,0.512,8.90625
"1688112",0,0,1,0,1,0,0,0,14,1.96,2.744,16.625
"1688117",0,0,1,0,1,0,0,0,12.5,1.5625,1.953125,12.1125
"1688128",0,1,0,0,1,0,0,0,2,0.04,0.008,13.5375
"1688129",0,1,0,0,1,0,0,0,2,0.04,0.008,8.075
"1688138",0,1,0,0,1,0,0,0,12,1.44,1.728,15.675
"1688145",1,0,1,0,1,0,0,0,18.5,3.4225,6.331625,11.221875
"1688146",0,0,0,1,1,0,0,0,30,9,27,15.44985
"1688150",1,1,0,0,1,0,0,0,6,0.36,0.216,6.27
"1688153",0,0,0,1,1,0,0,0,7,0.49,0.343,10.875
"1688154",1,1,0,0,1,0,0,0,16,2.56,4.096,6.5472972972973
"1688158",0,0,0,1,1,0,0,0,6,0.36,0.216,10.509375
"1688161",0,0,0,1,1,0,0,0,32,10.24,32.768,7.48125
"1688181",1,1,0,0,1,0,0,0,13,1.69,2.197,14.25
"1688185",0,0,0,1,1,0,0,0,8,0.64,0.512,17.8125
"1688186",1,0,1,0,1,0,0,0,4,0.16,0.064,9.975
"1688302",1,1,0,0,1,0,0,0,2,0.04,0.008,11.04375
"1688320",0,0,1,0,1,0,0,0,14.5,2.1025,3.048625,11.0833333333333
"1688366",1,1,0,0,1,0,0,0,13,1.69,2.197,30.4
"1688367",0,1,0,0,1,0,0,0,9,0.81,0.729,22.8
"1688378",1,1,0,0,1,0,0,0,18,3.24,5.832,6.4125
"1688381",0,1,0,0,1,0,0,0,13,1.69,2.197,19.59375
"1688388",0,0,1,0,1,0,0,0,6.5,0.4225,0.274625,28.125
"1688389",1,0,1,0,1,0,0,0,7.5,0.5625,0.421875,16.03125
"1688407",1,0,0,1,0,1,0,0,10,1,1,6.4125
"1688414",0,0,1,0,0,1,0,0,21.5,4.6225,9.938375,9.975
"1688427",0,1,0,0,0,1,0,0,6,0.36,0.216,12.46875
"1688431",0,0,1,0,0,1,0,0,16.5,2.7225,4.492125,12.9675
"1688478",0,1,0,0,0,1,0,0,24,5.76,13.824,14.25
"1688489",1,0,0,1,0,1,0,0,19,3.61,6.859,10.1785714285714
"1688490",0,0,1,0,0,1,0,0,17.5,3.0625,5.359375,13.18125
"1688496",1,1,0,0,0,1,0,0,4,0.16,0.064,14.25
"1688504",1,0,1,0,0,1,0,0,8.5,0.7225,0.614125,11.4
"1688537",1,0,0,1,0,1,0,0,10,1,1,6.20892857142857
"1688573",0,0,0,1,0,1,0,0,19,3.61,6.859,13.3
"1688574",1,0,1,0,0,1,0,0,14,1.96,2.744,17.8125
"1688583",0,0,1,0,0,1,0,0,27,7.29,19.683,20.6625
"1688584",0,1,0,0,0,1,0,0,30,9,27,26.71875
"1688610",0,0,0,1,0,1,0,0,23,5.29,12.167,11.1625
"1688613",0,1,0,0,0,1,0,0,16,2.56,4.096,18.109375
"1688634",1,0,0,1,0,1,0,0,13,1.69,2.197,14.25
"1688635",1,0,0,1,0,1,0,0,23,5.29,12.167,9.375
"1688680",1,0,1,0,0,1,0,0,10.5,1.1025,1.157625,10.6875
"1688689",1,0,1,0,0,1,0,0,13.5,1.8225,2.460375,17.45625
"1688701",1,0,1,0,0,1,0,0,21.5,4.6225,9.938375,11.6590909090909
"1688703",0,1,0,0,0,1,0,0,6,0.36,0.216,23.15625
"1688705",1,1,0,0,0,1,0,0,3,0.09,0.027,7.48125
"1688712",0,1,0,0,0,1,0,0,9,0.81,0.729,17.67
"1688713",1,1,0,0,0,1,0,0,3,0.09,0.027,14.9625
"1688756",0,1,0,0,0,1,0,0,11,1.21,1.331,15.4375
"1688776",0,0,1,0,0,1,0,0,10.5,1.1025,1.157625,12.825
"1688797",0,0,0,1,0,1,0,0,30,9,27,12.3317307692308
"1688802",1,1,0,0,0,1,0,0,17,2.89,4.913,13.18125
"1688807",0,0,1,0,0,1,0,0,7,0.49,0.343,32.41875
"1688811",0,0,1,0,0,1,0,0,24.5,6.0025,14.706125,20.3571428571429
"1688820",1,0,0,1,0,1,0,0,30,9,27,21.7708333333333
"1688837",0,0,0,1,0,1,0,0,21,4.41,9.261,10.5
"1688838",1,1,0,0,0,1,0,0,5,0.25,0.125,32.775
"1688842",1,0,0,1,0,1,0,0,19,3.61,6.859,8.90625
"1688845",1,0,0,1,0,1,0,0,31,9.61,29.791,12.46875
"1688859",0,1,0,0,0,1,0,0,12,1.44,1.728,21.73125
"1688860",0,0,1,0,0,1,0,0,14.5,2.1025,3.048625,16.03125
"1688862",0,0,0,1,0,1,0,0,17,2.89,4.913,12.7340425531915
"1688864",0,1,0,0,0,1,0,0,3,0.09,0.027,11.04375
"1688879",1,1,0,0,0,1,0,0,11,1.21,1.331,16.9416666666667
"1688883",0,1,0,0,0,1,0,0,2,0.04,0.008,12.46875
"1688884",0,1,0,0,0,1,0,0,3,0.09,0.027,14.25
"1688889",0,1,0,0,0,1,0,0,20,4,8,30.99375
"1688902",1,1,0,0,0,1,0,0,2,0.04,0.008,19.59375
"1688939",0,0,0,1,0,1,0,0,8,0.64,0.512,14.25
"1688943",1,0,1,0,0,1,0,0,7.5,0.5625,0.421875,16.03125
"1688946",1,0,0,1,0,1,0,0,12,1.44,1.728,16.3875
"1688947",0,1,0,0,0,1,0,0,2,0.04,0.008,13.359375
"1688962",0,1,0,0,0,1,0,0,5,0.25,0.125,12.646875
"1688964",1,0,1,0,0,1,0,0,24,5.76,13.824,18.525
"1688971",0,1,0,0,0,1,0,0,4,0.16,0.064,8.90625
"1688975",1,0,0,1,0,1,0,0,16,2.56,4.096,3.5625
"1688976",1,1,0,0,0,1,0,0,23,5.29,12.167,61.63125
"1688987",0,0,1,0,0,1,0,0,5.5,0.3025,0.166375,8.55
"1689009",1,0,0,1,0,1,0,0,6,0.36,0.216,7.41
"1689024",0,0,0,1,0,1,0,0,21,4.41,9.261,17.8125
"1689039",0,0,0,1,0,1,0,0,6,0.36,0.216,11.4
"1689040",1,1,0,0,0,1,0,0,2,0.04,0.008,11.4
"1689044",1,1,0,0,0,1,0,0,2,0.04,0.008,11.67075
"1689073",0,0,0,1,0,1,0,0,10,1,1,9.975
"1689075",1,0,1,0,0,1,0,0,21,4.41,9.261,22.0875
"1689091",1,0,1,0,0,1,0,0,10.5,1.1025,1.157625,16.03125
"1689096",0,0,1,0,0,1,0,0,26.5,7.0225,18.609625,11.6590909090909
"1689113",0,0,0,1,0,1,0,0,20,4,8,13.18125
"1689118",0,1,0,0,0,1,0,0,5,0.25,0.125,28.5
"1689160",0,0,1,0,0,1,0,0,30.5,9.3025,28.372625,13.5375
"1689161",1,0,1,0,0,1,0,0,5,0.25,0.125,8.55
"1689169",0,0,1,0,0,1,0,0,6.5,0.4225,0.274625,12.1125
"1689181",0,0,0,1,0,1,0,0,13,1.69,2.197,6
"1689187",1,0,1,0,0,1,0,0,27,7.29,19.683,13.125
"1689210",0,1,0,0,0,1,0,0,3,0.09,0.027,22.8
"1689212",1,0,1,0,0,1,0,0,5.5,0.3025,0.166375,12.46875
"1689217",1,0,1,0,0,1,0,0,19.5,3.8025,7.414875,18.525
"1689219",1,1,0,0,0,1,0,0,5,0.25,0.125,23.15625
"1689220",1,1,0,0,0,1,0,0,22,4.84,10.648,24.9382125
"1689226",1,0,0,1,0,1,0,0,31,9.61,29.791,11.75625
"1689242",0,0,0,1,0,1,0,0,11,1.21,1.331,15.2006333333333
"1689243",0,0,0,1,0,1,0,0,8,0.64,0.512,18.5257125
"1689256",0,1,0,0,0,1,0,0,3,0.09,0.027,24.58125
"1689257",0,0,0,1,0,1,0,0,31,9.61,29.791,23.5132125
"1689261",1,0,1,0,0,1,0,0,7,0.49,0.343,21.375
"1689270",1,0,0,1,0,1,0,0,30,9,27,10.545
"1689291",1,1,0,0,0,1,0,0,13,1.69,2.197,8.892
"1689301",1,0,0,1,0,1,0,0,10,1,1,11.875
"1689307",0,0,0,1,0,1,0,0,18,3.24,5.832,8.892
"1689308",0,0,0,1,0,1,0,0,17,2.89,4.913,8.892
"1689329",0,0,1,0,0,1,0,0,6.5,0.4225,0.274625,6.33333333333333
"1689336",0,0,1,0,0,1,0,0,14.5,2.1025,3.048625,12.46875
"1689338",0,0,0,1,0,1,0,0,26,6.76,17.576,7.81418181818182
"1689339",1,0,0,1,0,1,0,0,21,4.41,9.261,11.875
"1689340",0,1,0,0,0,1,0,0,28,7.84,21.952,16.3875
"1689343",0,0,0,1,0,1,0,0,7,0.49,0.343,17.1
"1689357",1,1,0,0,0,1,0,0,20,4,8,27.7083333333333
"1689359",1,0,1,0,0,1,0,0,14.5,2.1025,3.048625,17.8125
"1689373",0,1,0,0,0,1,0,0,3,0.09,0.027,71.25
"1689395",0,0,1,0,0,1,0,0,4.5,0.2025,0.091125,7.41
"1689400",1,0,0,1,0,1,0,0,33,10.89,35.937,12.769425
"1689406",1,1,0,0,0,1,0,0,28,7.84,21.952,24.225
"1689415",0,0,0,1,0,1,0,0,9,0.81,0.729,11.04375
"1689416",1,0,0,1,0,1,0,0,9,0.81,0.729,9.462
"1689421",1,1,0,0,0,1,0,0,4,0.16,0.064,16.351875
"1689428",0,1,0,0,0,1,0,0,4,0.16,0.064,28.5
"1689429",1,0,1,0,0,1,0,0,4.5,0.2025,0.091125,15.31875
"1689430",0,1,0,0,0,1,0,0,2,0.04,0.008,35.625
"1689435",1,0,1,0,0,1,0,0,4,0.16,0.064,14.25
"1689436",1,1,0,0,0,1,0,0,2,0.04,0.008,17.4166666666667
"1689468",1,0,0,1,0,1,0,0,12,1.44,1.728,12.1125
"1689471",1,1,0,0,0,1,0,0,5,0.25,0.125,12.825
"1689480",1,0,1,0,0,1,0,0,8.5,0.7225,0.614125,11.875
"1689517",0,1,0,0,0,1,0,0,9,0.81,0.729,34.2
"1689518",0,0,0,1,0,1,0,0,10,1,1,19.59375
"1689541",0,1,0,0,0,1,0,0,7,0.49,0.343,26.3625
"1689559",0,0,1,0,0,1,0,0,24.5,6.0025,14.706125,19.665
"1689569",1,0,1,0,0,1,0,0,12.5,1.5625,1.953125,6.76875
"1689591",0,1,0,0,0,1,0,0,16,2.56,4.096,30.22959375
"1689601",1,1,0,0,0,1,0,0,11,1.21,1.331,24.6136363636364
"1689605",0,0,1,0,0,1,0,0,31.5,9.9225,31.255875,21.375
"1689610",0,1,0,0,0,1,0,0,8,0.64,0.512,21.196875
"1689612",0,1,0,0,0,1,0,0,16,2.56,4.096,20.5833333333333
"1689620",0,0,1,0,0,1,0,0,25.5,6.5025,16.581375,10.7666666666667
"1689639",0,0,0,1,0,1,0,0,8,0.64,0.512,12.825
"1689651",1,0,1,0,0,1,0,0,13,1.69,2.197,10.6875
"1689652",0,0,0,1,0,1,0,0,7,0.49,0.343,11.0833333333333
"1689655",1,1,0,0,0,1,0,0,3,0.09,0.027,17.1
"1689673",0,0,1,0,0,1,0,0,33,10.89,35.937,19.59375
"1689696",0,0,0,1,0,1,0,0,10,1,1,10.6875
"1689730",1,0,1,0,0,1,0,0,8,0.64,0.512,9.796875
"1689746",1,0,0,1,0,1,0,0,6,0.36,0.216,4.275
"1689748",1,1,0,0,0,1,0,0,24,5.76,13.824,11.115
"1689753",1,0,0,1,0,1,0,0,13,1.69,2.197,9.375
"1689765",0,1,0,0,0,1,0,0,4,0.16,0.064,18.7285714285714
"1689778",1,0,1,0,0,1,0,0,13.5,1.8225,2.460375,12.6666666666667
"1689803",0,0,0,1,0,1,0,0,6,0.36,0.216,8.90625
"1689805",1,0,0,1,0,1,0,0,12,1.44,1.728,8.151
"1689806",0,0,0,1,0,1,0,0,7,0.49,0.343,18.88125
"1689815",0,0,1,0,0,1,0,0,12,1.44,1.728,8.55
"1689820",1,0,0,1,0,1,0,0,33,10.89,35.937,10.1785714285714
"1689829",0,0,0,1,0,1,0,0,22,4.84,10.648,24.9375
"1689830",0,0,0,1,0,1,0,0,20,4,8,24.9375
"1689842",0,0,1,0,0,1,0,0,4,0.16,0.064,9.2625
"1689850",0,1,0,0,0,1,0,0,20,4,8,21.73125
"1689851",0,0,0,1,0,1,0,0,9,0.81,0.729,14.25
"1689858",1,1,0,0,0,1,0,0,20,4,8,27.93
"1689863",0,0,0,1,0,1,0,0,7,0.49,0.343,7.421875
"1689865",1,0,0,1,0,1,0,0,31,9.61,29.791,15.31875
"1689922",0,1,0,0,0,1,0,0,29,8.41,24.389,21.66
"1689951",1,0,0,1,0,1,0,0,25,6.25,15.625,24.9375
"1689960",1,0,0,1,0,1,0,0,31,9.61,29.791,6.35142857142857
"1689962",0,0,1,0,0,1,0,0,11.5,1.3225,1.520875,17.8125
"1689965",0,1,0,0,0,1,0,0,5,0.25,0.125,14.25
"1689966",0,1,0,0,0,1,0,0,3,0.09,0.027,19.95
"1689969",0,0,0,1,0,1,0,0,8,0.64,0.512,12.2265
"1689980",0,1,0,0,0,1,0,0,6,0.36,0.216,12.46875
"1689981",0,0,1,0,0,1,0,0,4.5,0.2025,0.091125,12.46875
"1689984",1,1,0,0,0,1,0,0,27,7.29,19.683,24.1153846153846
"1690057",1,0,1,0,0,1,0,0,27,7.29,19.683,27.375
"1690091",0,0,0,1,0,1,0,0,25,6.25,15.625,13.003125
"1690094",1,0,0,1,0,1,0,0,9,0.81,0.729,11.9165625
"1690096",1,0,1,0,0,1,0,0,30.5,9.3025,28.372625,7.8375
"1690097",0,0,0,1,0,1,0,0,10,1,1,18.525
"1690115",0,1,0,0,0,1,0,0,24,5.76,13.824,66.975
"1690116",0,0,1,0,0,1,0,0,9.5,0.9025,0.857375,18.3214285714286
"1690124",0,1,0,0,0,1,0,0,15,2.25,3.375,14.25
"1690129",1,1,0,0,0,1,0,0,2,0.04,0.008,18.88125
"1690135",1,1,0,0,0,1,0,0,4,0.16,0.064,48.45
"1690136",0,1,0,0,0,1,0,0,31,9.61,29.791,42.75
"1690147",0,1,0,0,0,1,0,0,26,6.76,17.576,52.36875
"1690155",1,1,0,0,0,1,0,0,2,0.04,0.008,10.545
"1690157",0,1,0,0,0,1,0,0,14,1.96,2.744,115.266666666667
"1690163",0,1,0,0,0,1,0,0,18,3.24,5.832,43.81875
"1690166",0,1,0,0,0,1,0,0,5,0.25,0.125,23.1569625
"1690167",0,1,0,0,0,1,0,0,4,0.16,0.064,35.625
"1690171",1,1,0,0,0,1,0,0,17,2.89,4.913,37.905475
"1690182",1,1,0,0,0,1,0,0,6,0.36,0.216,21.375
"1690200",1,1,0,0,0,1,0,0,2,0.04,0.008,14.25
"1690209",0,1,0,0,0,1,0,0,2,0.04,0.008,22.44375
"1690211",0,1,0,0,0,1,0,0,8,0.64,0.512,32.0625
"1690213",0,1,0,0,0,1,0,0,2,0.04,0.008,17.8125
"1690221",0,1,0,0,0,1,0,0,23,5.29,12.167,35.625
"1690225",1,1,0,0,0,1,0,0,3,0.09,0.027,24.9375
"1690229",0,1,0,0,0,1,0,0,23,5.29,12.167,16.3875
"1690231",0,1,0,0,0,1,0,0,14,1.96,2.744,38.11875
"1690232",0,1,0,0,0,1,0,0,23,5.29,12.167,13.41875
"1690253",1,1,0,0,0,1,0,0,8,0.64,0.512,25.65
"1690260",0,1,0,0,0,1,0,0,10,1,1,2.6676
"1690261",0,1,0,0,0,1,0,0,2,0.04,0.008,12.46875
"1690276",0,1,0,0,0,1,0,0,3,0.09,0.027,24.9375
"1690290",1,1,0,0,0,1,0,0,17,2.89,4.913,10.7445
"1690291",0,1,0,0,0,1,0,0,8,0.64,0.512,26.3625
"1690296",0,1,0,0,0,1,0,0,3,0.09,0.027,16.03125
"1690297",1,1,0,0,0,1,0,0,2,0.04,0.008,17.8125
"1690300",0,1,0,0,0,1,0,0,28,7.84,21.952,45.9166666666667
"1690309",1,1,0,0,0,1,0,0,9,0.81,0.729,19.59375
"1690314",1,1,0,0,0,1,0,0,21,4.41,9.261,17.8125
"1690319",0,1,0,0,0,1,0,0,30,9,27,51.65625
"1690325",1,1,0,0,0,1,0,0,6,0.36,0.216,9.65113636363636
"1690328",1,1,0,0,0,1,0,0,12,1.44,1.728,40.96875
"1690332",0,1,0,0,0,1,0,0,6,0.36,0.216,17.45625
"1690336",1,1,0,0,0,1,0,0,4,0.16,0.064,24.9375
"1690338",0,1,0,0,0,1,0,0,24,5.76,13.824,57
"1690340",1,1,0,0,0,1,0,0,16,2.56,4.096,16.4666666666667
"1690343",0,1,0,0,0,1,0,0,5,0.25,0.125,19.59375
"1690352",1,1,0,0,0,1,0,0,5,0.25,0.125,25.65
"1690356",1,1,0,0,0,1,0,0,4,0.16,0.064,23.15625
"1690357",1,1,0,0,0,1,0,0,6,0.36,0.216,18.88125
"1690362",1,1,0,0,0,1,0,0,10,1,1,44.53125
"1690371",0,1,0,0,0,1,0,0,2,0.04,0.008,19
"1690380",1,1,0,0,0,1,0,0,6,0.36,0.216,26.125
"1690384",1,1,0,0,0,1,0,0,29,8.41,24.389,17.1
"1690388",0,1,0,0,0,1,0,0,14,1.96,2.744,10.26
"1690389",0,1,0,0,0,1,0,0,19,3.61,6.859,25.65
"1690391",1,1,0,0,0,1,0,0,13,1.69,2.197,28.5
"1690396",1,1,0,0,0,1,0,0,2,0.04,0.008,10.87809375
"1690400",1,1,0,0,0,1,0,0,2,0.04,0.008,25.65
"1690402",0,1,0,0,0,1,0,0,3,0.09,0.027,17.1
"1690411",1,0,0,1,0,1,0,0,9,0.81,0.729,8.265
"1690447",0,1,0,0,0,1,0,0,3,0.09,0.027,21.375
"1690464",0,1,0,0,0,1,0,0,2,0.04,0.008,19.59375
"1690510",0,0,0,1,0,1,0,0,24,5.76,13.824,18.525
"1690514",0,1,0,0,0,1,0,0,26,6.76,17.576,14.25035625
"1690531",0,0,0,1,0,1,0,0,25,6.25,15.625,10.6875
"1690558",1,0,1,0,0,1,0,0,12.5,1.5625,1.953125,8.55057
"1690593",1,0,1,0,0,1,0,0,9.5,0.9025,0.857375,10.83
"1690605",1,0,0,1,0,1,0,0,13,1.69,2.197,1.1856
"1690690",1,0,1,0,0,1,0,0,6.5,0.4225,0.274625,6.10714285714286
"1690697",0,0,0,1,0,1,0,0,16,2.56,4.096,11.115
"1690701",0,0,0,1,0,1,0,0,13,1.69,2.197,13.3686375
"1690721",1,0,1,0,0,1,0,0,27,7.29,19.683,8.46857142857143
"1690722",1,0,0,1,0,1,0,0,20,4,8,12.6711
"1690726",1,0,0,1,0,1,0,0,16,2.56,4.096,8.55
"1690740",1,0,1,0,0,1,0,0,18.5,3.4225,6.331625,11.67075
"1690808",0,1,0,0,0,1,0,0,8,0.64,0.512,6.4125
"1690838",0,0,1,0,0,1,0,0,14.5,2.1025,3.048625,5.34375
"1690862",1,1,0,0,0,1,0,0,3,0.09,0.027,8.90625
"1690906",1,1,0,0,0,1,0,0,12,1.44,1.728,14.9625
"1690930",1,0,0,1,0,1,0,0,14,1.96,2.744,14.25
"1690957",1,1,0,0,0,1,0,0,7,0.49,0.343,23.15625
"1690960",0,0,0,1,0,1,0,0,12,1.44,1.728,9.2625
"1690961",0,1,0,0,0,1,0,0,13,1.69,2.197,12.290625
"1690962",1,1,0,0,0,1,0,0,7,0.49,0.343,11.4
"1690963",0,1,0,0,0,1,0,0,2,0.04,0.008,8.14285714285714
"1690967",1,1,0,0,0,1,0,0,2,0.04,0.008,13.89375
"1690981",1,1,0,0,0,1,0,0,25,6.25,15.625,17.8125
"1691012",0,1,0,0,0,1,0,0,17,2.89,4.913,11.75625
"1691020",1,0,1,0,0,1,0,0,4.5,0.2025,0.091125,4.275
"1691021",0,0,0,1,0,1,0,0,6,0.36,0.216,10.438125
